file,line,kind,name,finisher,n_tactics,last_tactic
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Types/Equalizers.lean,68,theorem,equalizerIso_hom_comp_subtype,rfl,1,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Types/Limits.lean,58,theorem,isLimitEquivSections_apply,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Types/Images.lean,39,theorem,Image.lift_fac,rfl,4,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/FormalCoproducts/Basic.lean,50,lemma,hom_ext,rfl,5,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Shapes/Multiequalizer.lean,486,theorem,app_left_eq_,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Shapes/Multiequalizer.lean,496,theorem,app_right_eq_,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Shapes/Multiequalizer.lean,767,theorem,example@L767,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Shapes/Multiequalizer.lean,776,theorem,snd_app_right,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Shapes/Multiequalizer.lean,1050,theorem,example@L1050,rfl,4,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Shapes/Multiequalizer.lean,1132,theorem,example@L1132,rfl,3,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Shapes/Opposites/Products.lean,153,theorem,opCoproductIsoProduct_inv_comp_,rfl,5,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Shapes/Opposites/Products.lean,245,theorem,example@L245,rfl,5,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Limits/Shapes/Pullback/Cospan.lean,358,theorem,cospanExt_hom_app_right,rfl,1,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Comma/Over/Basic.lean,122,lemma,eqToHom_left,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Comma/Over/Basic.lean,657,lemma,homMk_eta,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Sites/SheafCohomology/Basic.lean,88,lemma,H.addEquiv,rfl,4,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Sites/SheafCohomology/Basic.lean,95,theorem,H.equiv,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Sites/Sieves/Functoriality.lean,182,theorem,functorPullback_arrows,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Sites/Sieves/Functoriality.lean,191,theorem,functorPullback_comp,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Sites/Sieves/Basic.lean,39,theorem,arrows_ext,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Sites/Descent/Precoverage.lean,105,lemma,fac,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Sites/Descent/DescentDataPrime.lean,43,lemma,pullHom'_eq_pullHom,rfl,3,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Sites/Hypercover/Saturate.lean,47,lemma,isLimit_saturate_type_iff,rfl,3,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Sites/Hypercover/SheafOfTypes.lean,43,lemma,isLimit_toPreOneHypercover_type_iff,rfl,3,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Monoidal/Closed/Basic.lean,156,theorem,uncurry_natural_left,rfl,1,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Monoidal/Closed/Basic.lean,438,lemma,curry'_injective,rfl,3,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Monoidal/Braided/Multifunctor.lean,72,example,example@L72,rfl,1,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Monoidal/Braided/Multifunctor.lean,76,example,example@L76,rfl,1,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Monoidal/Braided/Multifunctor.lean,80,example,example@L80,rfl,1,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/OpOp.lean,35,lemma,iso_hom_app,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/OpOp.lean,43,lemma,iso_inv_app,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/OpOp.lean,67,lemma,iso_hom_app,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/OpOp.lean,75,lemma,iso_inv_app,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/Basic.lean,66,lemma,shiftFunctorAdd'_op_hom_app,rfl,4,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/Basic.lean,119,lemma,opShiftFunctorEquivalence_unitIso_hom_app,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/Basic.lean,130,lemma,opShiftFunctorEquivalence_unitIso_inv_app,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/Basic.lean,141,lemma,opShiftFunctorEquivalence_counitIso_hom_app,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/Basic.lean,153,lemma,opShiftFunctorEquivalence_counitIso_inv_app,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/Functor.lean,60,lemma,op_commShiftIso_hom_app,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/Pretriangulated.lean,32,lemma,mem_distinguishedTriangles_iff,rfl,1,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/Opposite/Pretriangulated.lean,139,lemma,mem_distTriang_op_iff,rfl,1,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/TStructure/ETrunc.lean,149,lemma,eTruncLT_map_app_eTruncLT,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Triangulated/TStructure/ETrunc.lean,180,lemma,eTruncGE,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Localization/Monoidal/Basic.lean,207,lemma,associator_hom_app,rfl,4,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Localization/Monoidal/Braided.lean,41,lemma,braidingNatIso_hom_app,rfl,2,rfl
.lake/packages/mathlib/Mathlib/CategoryTheory/Localization/DerivabilityStructure/Basic.lean,113,lemma,isLeftDerivabilityStructure_iff,rfl,4,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/Coset/Basic.lean,204,lemma,leftRel_prod,rfl,4,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/Coset/Basic.lean,224,lemma,rightRel_prod,rfl,4,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/Coset/Basic.lean,503,lemma,univ_eq_iUnion_smul,rfl,2,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/QuotientGroup/Basic.lean,80,theorem,kerLift_injective,rfl,3,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/QuotientGroup/Basic.lean,185,theorem,homQuotientZPowOfHom_comp_of_rightInverse,rfl,3,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/QuotientGroup/Basic.lean,207,theorem,equivQuotientZPowOfEquiv_symm,rfl,3,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/QuotientGroup/Defs.lean,369,theorem,congr_mk,rfl,2,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/Perm/Sign.lean,515,theorem,sign_prodCongrLeft,rfl,3,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/GroupAction/ConjAct.lean,145,theorem,coe_smul,rfl,1,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/GroupAction/ConjAct.lean,211,theorem,Subgroup.val_conj_smul,rfl,3,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/GroupAction/Defs.lean,337,lemma,orbitRel.Quotient.quotient_smul_eq,rfl,3,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/GroupAction/Defs.lean,359,theorem,orbitRel.Quotient.orbit_eq_orbit_out,rfl,2,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/GroupAction/OfQuotient.lean,24,lemma,coe_quotient_smul_fixedPoints,rfl,2,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/GroupAction/FixedPoints.lean,33,theorem,smul_mem_fixedBy_iff_mem_fixedBy,rfl,2,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/GroupAction/Hom.lean,242,lemma,inverse_eq_inverse',rfl,1,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/GroupAction/Hom.lean,681,theorem,id_apply,rfl,1,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/Abelianization/Defs.lean,159,theorem,abelianizationCongr_symm,rfl,2,rfl }
.lake/packages/mathlib/Mathlib/GroupTheory/Congruence/Defs.lean,258,theorem,sInf_toSetoid,rfl,3,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/SpecificGroups/Alternating.lean,49,theorem,prod_list_swap_mem_alternatingGroup_iff_even_length,decide,2,decide
.lake/packages/mathlib/Mathlib/GroupTheory/SpecificGroups/Alternating.lean,358,theorem,ofSubtype_inj,rfl,1,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/SpecificGroups/Alternating.lean,373,theorem,ofSubtype_comp_subtype,rfl,1,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/SpecificGroups/Dihedral.lean,267,lemma,card_commute_odd,ring,3,ring
.lake/packages/mathlib/Mathlib/GroupTheory/SpecificGroups/Quaternion.lean,72,theorem,a_mul_a,rfl,1,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/SpecificGroups/Quaternion.lean,129,theorem,card,ring,2,ring
.lake/packages/mathlib/Mathlib/GroupTheory/FreeGroup/Orbit.lean,49,lemma,startsWith.smul_def,rfl,1,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/Perm/Cycle/Type.lean,548,theorem,parts_partition,decide,4,decide
.lake/packages/mathlib/Mathlib/GroupTheory/Perm/Cycle/Type.lean,624,theorem,sign,rfl,2,rfl
.lake/packages/mathlib/Mathlib/GroupTheory/Perm/Cycle/Type.lean,640,theorem,isThreeCycle_sq,norm_num,3,norm_num
.lake/packages/mathlib/Mathlib/GroupTheory/SpecificGroups/Alternating/KleinFour.lean,49,theorem,card_of_card_eq_four,decide,5,decide
.lake/packages/mathlib/Mathlib/AlgebraicTopology/DoldKan/FunctorGamma.lean,85,theorem,mapMono_,rfl,4,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/DoldKan/GammaCompN.lean,80,theorem,N,rfl,3,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/DoldKan/GammaCompN.lean,87,theorem,N,rfl,3,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/DoldKan/Homotopies.lean,108,theorem,map_h,rfl,5,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/Reedy/Basic.lean,84,lemma,unique_obj,rfl,3,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/Reedy/Basic.lean,101,lemma,degHom_eq,rfl,3,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/FundamentalGroupoid/Basic.lean,83,theorem,transReflReparamAux_zero,norm_num,1,norm_num [transReflReparamAux]
.lake/packages/mathlib/Mathlib/AlgebraicTopology/FundamentalGroupoid/Basic.lean,86,theorem,transReflReparamAux_one,norm_num,1,norm_num [transReflReparamAux]
.lake/packages/mathlib/Mathlib/AlgebraicTopology/FundamentalGroupoid/Basic.lean,128,theorem,transAssocReparamAux_zero,norm_num,1,norm_num [transAssocReparamAux]
.lake/packages/mathlib/Mathlib/AlgebraicTopology/FundamentalGroupoid/Basic.lean,131,theorem,transAssocReparamAux_one,norm_num,1,norm_num [transAssocReparamAux]
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialObject/Split.lean,251,theorem,cofan_inj_epi_naturality,rfl,3,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/ModelCategory/CategoryWithCofibrations.lean,96,lemma,trivialFibrations_sub_fibrations,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/ModelCategory/CategoryWithCofibrations.lean,122,lemma,trivialCofibrations_sub_cofibrations,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/ModelCategory/CategoryWithCofibrations.lean,260,lemma,weakEquivalence_iff_of_objectProperty,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/ModelCategory/Bifibrant.lean,36,lemma,mk_surjective,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/ModelCategory/Bifibrant.lean,90,lemma,mk_surjective,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/ModelCategory/Bifibrant.lean,157,lemma,mk_surjective,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/Horn.lean,31,lemma,mem_horn_iff,rfl,3,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/Horn.lean,311,lemma,faceSingletonComplIso_inv_,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/CategoryWithFibrations.lean,59,lemma,cofibrations_eq,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/CategoryWithFibrations.lean,71,lemma,fibration_iff,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/Nerve.lean,107,theorem,example@L107,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/Nerve.lean,131,lemma,right_edge,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/HomotopyCat.lean,62,lemma,homOfEq_edge,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/HomotopyCat.lean,229,lemma,ext,rfl,4,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/HomotopyCat.lean,247,lemma,congr_arrowMk_homMk,rfl,4,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/HomotopyCat.lean,257,lemma,homMk_id,rfl,3,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/HomotopyCat.lean,400,lemma,mkNatIso_inv_app_mk,rfl,4,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/Simplices.lean,41,lemma,dim_eq_of_eq,rfl,3,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/Boundary.lean,157,lemma,example@L157,rfl,2,rfl
.lake/packages/mathlib/Mathlib/AlgebraicTopology/SimplicialSet/Subcomplex.lean,131,lemma,ofSimplex_,rfl,3,rfl
